timestamp,firstName,middleName,lastName,email,mobile,gender,location,occupation,investement_interest,opportunities,dream,feedback,,
2021-05-26 00:00:00,Ramchandra,Baliram,Bhingare,Ramchandra_914@xyz.com,9029930042,M,Malshiras,"Milk Production, Earthmovers",,"Milkpowder plant, jaggery powder plant",,,,
2021-09-20 00:00:00,Santosh,Chandrashekar,Halkude,Santosh_580@xyz.com,9057014849,M,Madha,Job,"The engineers in SVERI go to cities to find jobs, there should be an industry sector here so that people open businesses here.","Small business, health, arts sector, construction department, toys production, murthy prodction. ",Any social work related stuff and he'll come,,,
2021-05-01 00:00:00,Ankush,Manohar,Bedage,Ankush_963@xyz.com,9028268300,M,Gurasade,Farming or nursery,"Clean and beautiful pandharpur, development of new businesses","Farmer related business such as biogas, fertilizer, etc","Biogas production, fertilizer production, Biogas production, fertilizer production",The event that you have organized is good and the ideas discussed were good,"I'm having two sugarcane contract.I always think that I've to do something so many times failed.After that I started a Milk business , in that difficulty is people mixing something in milk and selling us.So I stopped that business also.I taken training on nursery how to grow plant? Which environment will suit? I took that training in summer after that I invested 4.5 Lakhs for that business.I faced difficulties in that also once snowfall occurred in rainy season after that I started again now problem occurred again for marketing We are growing sugarcane in 10-11 months can we create something different from that ? like ethanol .Can we do something different from fallen leaves of sugarcane?or we can do something small project like biogas.",
2020-12-27 00:00:00,Naneshwar/,Mauli,A. Atkale,Naneshwar/_396@xyz.com,9057491731,M,Shegaon,Farmer,"The roads of Pandharpur are bad and they are not clean, The chandrabhaga river is polluted and needs to be cleaned, The water is polluted and using that water for agriculture ruins agricultural production","Every farmer should have their own jaggery production, cold storage (for milk, raisins), solar project ","Jaggery production, farmer produce gets spoilt early and therefore needs cold storage and there is a challenge in exporting",The event was really good. You should do this event every year.,,
2021-08-21 00:00:00,Rohan,Anurath,Vansade,Rohan_724@xyz.com,9018558405,M,Gopalpur,,"The roads of Pandharpur are bad and need to be cleaned, that is my wish. The religious places have big religious opportunities",,,,,
2021-01-11 00:00:00,Machindra,Pandurang,Gade,Machindra_836@xyz.com,9029227331,M,Mohol,Electrical Contractor/Farmer,Everyone should try for the organic farming and reasonable price for the crop of farmer,Scope for production of CNG gas in the rural area and projects should be developed for gas production,,,,
2021-08-03 00:00:00,Abhijeet,Subhash,Bhosle,Abhijeet_660@xyz.com,9064054296,M,Gopalpur,Farmer,"Cleaning of river water, maintain pH level and nitrate of water","Organic jaggery production, organic fertilizer, labs related to fertilizer and organics, bacteria production and solar energy production",Organic fertilizer and organic jaggery,,,
2021-07-10 00:00:00,Saurabh,Machindra,Gade,Saurabh_478@xyz.com,9054188676,M,,Student,,,,,,
2021-07-06 00:00:00,Rohit,Anurath,Vansale,Rohit_156@xyz.com,9032474862,M,Gopalpur,,"Road, water, street lights",,,,,
2021-09-13 00:00:00,Ramzan,saheblal,shaikh,Ramzan_472@xyz.com,9006636790,M,"Malshiras (home near Akluj), Kasegaon (lives)",Farmer,,"Goat farming, poultry farm and milk production","Goat farming, poultry farm and milk production",,,
2021-08-12 00:00:00,No,name,,No_406@xyz.com,9025092972,,Nevare,Farmer,,,,,,
2021-03-23 00:00:00,Prajwal,Kale,,Prajwal_220@xyz.com,9071189309,M,"Bhosle Chowk, Pandharpur","Clothing, retail shop",Pricing of the lands is too high so capital price of business is high,Manufacturing of any fabrics,"Clothing, fabric related any business","I want to make expansion of my shop, also make manufacturing of clothing",,
2021-07-15 00:00:00,Nikhil,Subhash,Shaha,Nikhil_686@xyz.com,9072477516,M,Pandharpur,Manufacturing of food product,"There is proper transport connectivity in Pandharpur, expansion of travel tourism",Pomogranette grapes production is huge in amount so we can manufacture seeds of pomogranette and pectin from lemon and create pectin and pectin is used in icecream and jelly ,To generate pectin from lemon ,To create environment and arrange various entrepreneur development seminars,"Engineering in Pune. Has a food related business- Sugar cube, raw sugar business in Pandharpur. Challenges with transportation in Pandharpur . Sugar development officers are there in Sangli but no sugar development officers in Pandharpur. No person to guide us. We have good quality of water of sugarcane but do not have the guidance on best practices of usage. We want this guidance from Sobus. How do we do automation/machinery in agriculture? Measurement of temperature Zila Subsidy Center/DIC. ISO certification. Information from governments on employees welfare. Education and Insurance related facilities. EDP has to be designed as per the needs and processes of the business
",
2021-05-15 00:00:00,Dhananjay,Choudhari,,Dhananjay_40@xyz.com,9096389036,M,Patkul Taluka,Service,"Processing units based on agriculture, MIDC, airplane and train",,,,,
2021-08-13 00:00:00,Milind,Kulkarni,,Milind_625@xyz.com,9043882663,M,SVERI ,Service,"Environmental cleanlisness, marketing of agri products, wastage of water in agricultural application and related problems","processing/preservations of agri-products, tourism development, consultancy related to agricultural problem such as fertilizer use, testing sites etc, seeds testing and development",can participate whole-heartedly as a SVERI member,,,
2021-07-18 00:00:00,Netaji,Patil,,Netaji_263@xyz.com,9043681165,M,"Dhayati, Sangola",Farmer,,,Solar project should be installed,,,
2021-02-15 00:00:00,Aniket,Sunil,Langote,Aniket_214@xyz.com,9025147086,M,Junakaradnaka,Farmer,Organic fertilizer should be used in the farm and every farmer should recieve this. There should be one software company in Pandharpur so that young generation will get a job,,I have a drip material shop,,,
2021-01-24 00:00:00,Shankar,Godse,,Shankar_476@xyz.com,9043114826,M,,Contractor Business,slum areas should be developed,Yes,Yes,,,
2020-12-11 00:00:00,Hazare,Prathamesh,Ramesh,Hazare_420@xyz.com,9091930843,M,"Hajare Galli, Mangalweda",,,,,,,
2021-09-04 00:00:00,Vaibhav,More,,Vaibhav_214@xyz.com,9016810540,M,"Ghunge Galli, Mangalweda",,,,,,,
2021-06-07 00:00:00,Vaibhav,Audumbar,Doiphode,Vaibhav_482@xyz.com,9022848863,M,Pandharpur,Civil Engineer & MBA,Development of religious tourism is necessary like Tirupati Balaji- need for basic infrastructure,"need of MIDC, farmer should get technical knowledge and new idea related to their business, searching on business idea",,,,
2021-06-02 00:00:00,Kumar,Ramchandra,Inamdar,Kumar_413@xyz.com,9028496627,M,"Gardi, Pandharpur",Farmer & Professor,"Roads in rural area, educational awareness, and crop disease  and management",Milk production and organic farming ,Agricultural crop processing business,,,
2021-05-07 00:00:00,Swananda,Hanumanta,Pawar,Swananda_518@xyz.com,9071563675,M,"Akluj, Malshiras Taluka ",Computer operator,"Cleanliness, Because of unemployment, young generation is moving towards smoking and because of which training for young people is necessary",,,,,
2021-07-23 00:00:00,Padmakar,Bhajandas,Bhosle,Padmakar_261@xyz.com,9044453056,M,"Papri, Mohol Taluka",Milk production and farmer,"Pollution in water, Increased health issues, Insufficient electricity, Unemployment, Lack of food processing businesses ","Food processing business, ethanol production business, milk production business","milk production business, food processing business",Interested to do a dairy startup and wants knowledge and investment about the same,,
2021-02-14 00:00:00,Sanjay,Babaso,Deshmukh,Sanjay_560@xyz.com,9052407409,M,Kasegaon,Farmer,"In pandharpur while doing business there is no vegetable market, so there is a need for market and a selected place for that so that stress on farmer will get reduced",In Pandharpur tourism development and construction business has scope,,,,
2021-04-20 00:00:00,Swaraj,Madhav,Chavan,Swaraj_296@xyz.com,9067334386,M,"Suste, Pandharpur",Construction ,-,Quality/Skilled Labor,-,-,-,
2021-05-16 00:00:00,Kedar,Digambar,Sudke,Kedar_969@xyz.com,9081618272,M,Pandharpur,Civil Construction,-,Lack of ideas & knowlwdge of marketing,-,-,-,
2021-07-29 00:00:00,Akash,Rajendra,Mete,Akash_58@xyz.com,9017055142,M,-,-,-,"Guidance/Counseliing, Investment ",Develop new business in the agriculture sector linked with market,-,The work that Sobus is doing is appreciable,
2021-05-27 00:00:00,Kiran,Gorakh,Gaikwad,Kiran_942@xyz.com,9033277018,M,"Ambe, Pandharpur",Job,Food Processing,"Fundraising, Schemes from government and subsidy",Make products in food processing,,Help for fundraising and sales. Please give notification when such events are conducted in the future,
2021-02-04 00:00:00,Atkale,Nilesh,Rajkumar,Atkale_892@xyz.com,9001555492,M,"Bhakti Marg, Pandharpur",Civil Contractor,,,,,,
2021-02-05 00:00:00,Ronit,Hari,Mali,Ronit_181@xyz.com,9054336950,M,Pandharpur,Pharmacist,"Pharmaceutical Manufacturing, Medical store, Medical Representatives",How to grow my business & how to survive in parmacy business,Develop historic & religious tourism in Pandharpur (specifically attract foreigners),-,Sobus CoE is helpful for development of my business,
2021-07-11 00:00:00,Rohit,Rajendra,Surwase,Rohit_602@xyz.com,9000546769,M,Bhandishegaon,Pharmacist,"Medical store, hospital pharmacy, marketing","Funding problems, advertising, available for the fund distribution","MIDC established, manufacturing for the IV fluids, hand gloves,etc.",To give info on pharma sector,Sobus CoE is helpful for development of my business,
2021-08-27 00:00:00,Rahul,Koli,,Rahul_250@xyz.com,9095709242,M,Pandharpur,Pharmacist,"Medical stores, pharma manufacturing, big pharma companies' tie-up",how to connect & contact pharma companies,"manufacturing pharmaceutical items like IV fluid, surgical equipments, etc.",To give info on pharma sector,Good initiative from Sobus CoE,
2021-07-01 00:00:00,Samir,Paigambar,Shaikh,Samir_621@xyz.com,9079950269,M,"Mundhewadi, Pandharpur",Organic fertilizers,Pure cow dung for making fertilizers ,Financial help,I have innovative and imaginative ideas but people are not responding,The difficulties that I've had in the past should not happen in the future,I want to speak privately with Sobus Insight Forum,
2021-06-17 00:00:00,Somnath,Sadashiv,Devkar,Somnath_855@xyz.com,9045087594,M,"Bhamburdi, Solapur",Medical Representative,Medical store & hospital pharmacy,"funding problem, advertising",manufacturing pharmaceutical,To give information & sterile water for injection,knowledge of marketing,
2021-04-28 00:00:00,Yogesh,Arun,Borade,Yogesh_452@xyz.com,9098340301,M,Pandharpur,Layer Poultry Farm,-,-,-,-,-,
2021-09-25 00:00:00,Vishal,Sudhakar,Shalu,Vishal_881@xyz.com,9025442499,M,"Isbhavi, Pandharpur",Job,The ladies in Pandharpur need job oriented courses like computer training center,Information related to funding options and lack of organizational skills,,,,
2021-04-02 00:00:00,Pooja,Babruvahan,Ronge,Pooja_953@xyz.com,9056619176,F,"Golden Colony, Pandharpur",Petrol pump & milk by-products production plant,"Kumkum is speciality of Pandharpur, purest kumkum is produced here. Women here also do tailoring & take classes of same. Baking & selling cakes along with classes. Rural women may like to be involved in agri business like dairy etc.",Sobus can help me in broader exposure in my sector of business. I will come to know easier & newer ways to run dairy. It may help scaling-up my business.,We can connect farmers & farms with tech. We can produce agarbatis out of floral waste from the Vithal temple.,I can help by selflessly working with them. I can try my best to make infra available as required. I can make my friends & relatives connect.,Great initiative for women empowerment. Would love to be connected & work for this.,"Good evening Im Ms.Pooja Ronge.I'm learning now,im doing Mtech and also doing business of dairy,petrol pump and sometimes I'm handling fathers farm.In all these I want to expand dairy business because I see scope in this field, I can achieve brand and i'm working on that as well im searching for project in Mtech that will help to my dairy business in future so that I can implement that project model for selling .we can establish company of that project model.So now i'm trying to find or challenge in front of me is the taste of dairy product, it will like to people or not? If I want to change the taste, how can I change it? I'm studying for that"
2021-06-17 00:00:00,Dhaireya,Laxmi,,Dhaireya_400@xyz.com,9034915512,F,"SVERI campus, Pandharpur",Tuition Teacher,"The location where I stay, the business opportunities there are less. So, tuition seems like the only option.","Location, transportation/connectivity, timing of job","No, but I want to start something of my own","You need to tell your expectations from us, so that we can tell if we can do that or not for you. ",-,
2021-03-14 00:00:00,Ankita,Suraj,Ashtekar,Ankita_945@xyz.com,9076607548,F,"Gajanan Nagar, Pandharpur","Sanvi's Cakes, Arts & Crafts Classes",We can start our own business in Pandharpur. There are not much facilities in Pandharpur about business.,"I think with the help of this team, I can enhance my business.","We can take different classes for women as there are no such professional classes in baking, arts & crafts.",I will help in diff plans of your team. I can share my knowledge with the people.,,
2021-06-21 00:00:00,Smita,Dubal,,Smita_79@xyz.com,9089269008,F,"Link Road, Pandharpur",IT services (Salesforce),"IT services, education/training (IT related)",-,"I would love to have some education/training center where I can help. ALso would love to have some herbal products which can be branded, that way do the employment. ","I can contribute if you can give me opportunity. I am working to be having my herbal product online, so guidance would be good",Nice initiative,"A lot of people approach her for opportunities & networking, so she would like to be engaged in that way and help interested women get connected."
2021-08-24 00:00:00,Dr.,Sneha,Suraj Ronge,Dr._159@xyz.com,9019510450,F,"Golden Colony, Pandharpur",Doctor(OBGYN),There are lots of opportunities in the health sector in this area. Many private hospitals & 1 govt setup,"When I thought of having my own practice, it was difficult to find the place to start and not enough guidance in setting up a health center.",Women's Wellness Center: a holistic lifestyle consultation center for women,Overall healthcare & lifestyle development,My vision: making hospital more than just treatments.,Vision for her hospital setup is to create a homely environment in the hospital itself where the patients don't feel like it is a hospital but a home. She wants to eliminate fear of hospitals in patients.
2021-04-21 00:00:00,Meera,Ramakant,Rede-Patil,Meera_982@xyz.com,9044326657,F,"Bhakti Marg, Pandharpur",,,,,,,
